{x=21, y=132, seq=0, hour=6, day=0, temp=19.6, tmx=27.9, tmn=19.4, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=2.2, wd=0, wdKor=∫œ, wdEn=N, reh=93, r06=0.0, s06=0.0}
{x=56, y=69, seq=1, hour=9, day=0, temp=24.2, tmx=26.2, tmn=21.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.1, wd=4, wdKor=≥≤, wdEn=S, reh=88, r06=1.1456506, s06=0.0}
{x=56, y=69, seq=2, hour=12, day=0, temp=25.2, tmx=26.2, tmn=21.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=46, r12=0.0, s12=0.0, ws=1.5, wd=7, wdKor=∫œº≠, wdEn=NW, reh=85, r06=1.1456506, s06=0.0}
{x=56, y=69, seq=3, hour=15, day=0, temp=24.2, tmx=26.2, tmn=21.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=66, r12=0.0, s12=0.0, ws=2.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=3.0357885, s06=0.0}
{x=56, y=69, seq=4, hour=18, day=0, temp=23.2, tmx=26.2, tmn=21.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=2.0, wd=0, wdKor=∫œ, wdEn=N, reh=87, r06=3.0357885, s06=0.0}
{x=56, y=69, seq=5, hour=21, day=0, temp=22.3, tmx=26.2, tmn=21.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=7.921121, s06=0.0}
{x=56, y=69, seq=6, hour=24, day=0, temp=21.8, tmx=26.2, tmn=21.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=79, r12=0.0, s12=0.0, ws=1.9000000000000001, wd=1, wdKor=∫œµø, wdEn=NE, reh=92, r06=7.921121, s06=0.0}
{x=56, y=69, seq=7, hour=3, day=1, temp=21.4, tmx=25.2, tmn=21.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=85, r12=0.0, s12=0.0, ws=2.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=95, r06=12.956658, s06=0.0}
{x=56, y=71, seq=0, hour=6, day=0, temp=22.9, tmx=26.0, tmn=20.9, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=0.0, s06=0.0}
{x=56, y=71, seq=1, hour=9, day=0, temp=24.0, tmx=26.0, tmn=20.9, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.8, wd=1, wdKor=∫œµø, wdEn=NE, reh=86, r06=0.0, s06=0.0}
{x=56, y=71, seq=2, hour=12, day=0, temp=25.0, tmx=26.0, tmn=20.9, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=81, r06=0.0, s06=0.0}
{x=56, y=71, seq=3, hour=15, day=0, temp=24.0, tmx=26.0, tmn=20.9, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=61, r12=0.0, s12=0.0, ws=1.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=81, r06=2.1748192, s06=0.0}
{x=56, y=71, seq=4, hour=18, day=0, temp=22.9, tmx=26.0, tmn=20.9, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=1.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=2.1748192, s06=0.0}
{x=56, y=71, seq=5, hour=21, day=0, temp=22.0, tmx=26.0, tmn=20.9, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=86, r06=8.005041, s06=0.0}
{x=56, y=71, seq=6, hour=24, day=0, temp=22.1, tmx=26.0, tmn=20.9, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=8.005041, s06=0.0}
{x=56, y=71, seq=7, hour=3, day=1, temp=21.1, tmx=25.0, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=81, r12=0.0, s12=0.0, ws=1.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=95, r06=12.151748, s06=0.0}
{x=56, y=72, seq=0, hour=6, day=0, temp=23.0, tmx=26.0, tmn=21.0, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=0.0, s06=0.0}
{x=56, y=72, seq=1, hour=9, day=0, temp=24.0, tmx=26.0, tmn=21.0, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=0.0, s06=0.0}
{x=56, y=72, seq=2, hour=12, day=0, temp=25.0, tmx=26.0, tmn=21.0, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=80, r06=0.0, s06=0.0}
{x=56, y=72, seq=3, hour=15, day=0, temp=24.0, tmx=26.0, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=60, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=80, r06=2.0, s06=0.0}
{x=56, y=72, seq=4, hour=18, day=0, temp=23.0, tmx=26.0, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=2.0, s06=0.0}
{x=56, y=72, seq=5, hour=21, day=0, temp=22.0, tmx=26.0, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=8.0, s06=0.0}
{x=56, y=72, seq=6, hour=24, day=0, temp=22.0, tmx=26.0, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=8.0, s06=0.0}
{x=56, y=72, seq=7, hour=3, day=1, temp=21.0, tmx=25.0, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=95, r06=12.0, s06=0.0}
{x=56, y=75, seq=0, hour=6, day=0, temp=21.1, tmx=25.1, tmn=21.0, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.7000000000000001, wd=7, wdKor=∫œº≠, wdEn=NW, reh=93, r06=0.0, s06=0.0}
{x=56, y=75, seq=1, hour=9, day=0, temp=23.3, tmx=25.1, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=44, r12=0.0, s12=0.0, ws=0.4, wd=6, wdKor=º≠, wdEn=W, reh=83, r06=1.81911, s06=0.0}
{x=56, y=75, seq=2, hour=12, day=0, temp=24.6, tmx=25.1, tmn=21.0, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.0, wd=6, wdKor=º≠, wdEn=W, reh=85, r06=1.81911, s06=0.0}
{x=56, y=75, seq=3, hour=15, day=0, temp=23.7, tmx=25.1, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=65, r12=0.0, s12=0.0, ws=1.3, wd=6, wdKor=º≠, wdEn=W, reh=85, r06=2.8905382, s06=0.0}
{x=56, y=75, seq=4, hour=18, day=0, temp=22.9, tmx=25.1, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=1.1, wd=7, wdKor=∫œº≠, wdEn=NW, reh=87, r06=2.8905382, s06=0.0}
{x=56, y=75, seq=5, hour=21, day=0, temp=21.9, tmx=25.1, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.4000000000000001, wd=7, wdKor=∫œº≠, wdEn=NW, reh=90, r06=8.044782, s06=0.0}
{x=56, y=75, seq=6, hour=24, day=0, temp=20.7, tmx=25.1, tmn=21.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=0.4, wd=1, wdKor=∫œµø, wdEn=NE, reh=93, r06=8.044782, s06=0.0}
{x=56, y=75, seq=7, hour=3, day=1, temp=20.1, tmx=24.8, tmn=20.1, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=85, r12=0.0, s12=0.0, ws=0.8, wd=3, wdKor=≥≤µø, wdEn=SE, reh=95, r06=13.398798, s06=0.0}
{x=56, y=76, seq=0, hour=6, day=0, temp=20.5, tmx=25.0, tmn=20.5, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.5, wd=0, wdKor=∫œ, wdEn=N, reh=92, r06=0.0, s06=0.0}
{x=56, y=76, seq=1, hour=9, day=0, temp=22.7, tmx=25.0, tmn=20.5, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.2, wd=1, wdKor=∫œµø, wdEn=NE, reh=80, r06=0.0, s06=0.0}
{x=56, y=76, seq=2, hour=12, day=0, temp=24.3, tmx=25.0, tmn=20.5, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.6000000000000001, wd=7, wdKor=∫œº≠, wdEn=NW, reh=83, r06=0.0, s06=0.0}
{x=56, y=76, seq=3, hour=15, day=0, temp=23.4, tmx=25.0, tmn=20.5, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=63, r12=0.0, s12=0.0, ws=0.6000000000000001, wd=7, wdKor=∫œº≠, wdEn=NW, reh=83, r06=2.6392372, s06=0.0}
{x=56, y=76, seq=4, hour=18, day=0, temp=22.6, tmx=25.0, tmn=20.5, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=0.9, wd=0, wdKor=∫œ, wdEn=N, reh=87, r06=2.6392372, s06=0.0}
{x=56, y=76, seq=5, hour=21, day=0, temp=21.6, tmx=25.0, tmn=20.5, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=0.9, wd=0, wdKor=∫œ, wdEn=N, reh=88, r06=8.052016, s06=0.0}
{x=56, y=76, seq=6, hour=24, day=0, temp=20.7, tmx=25.0, tmn=20.5, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=0.7000000000000001, wd=1, wdKor=∫œµø, wdEn=NE, reh=92, r06=8.052016, s06=0.0}
{x=56, y=76, seq=7, hour=3, day=1, temp=20.0, tmx=24.9, tmn=20.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=83, r12=0.0, s12=0.0, ws=0.4, wd=3, wdKor=≥≤µø, wdEn=SE, reh=95, r06=13.195991, s06=0.0}
{x=56, y=77, seq=0, hour=6, day=0, temp=20.2, tmx=24.8, tmn=20.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.7000000000000001, wd=1, wdKor=∫œµø, wdEn=NE, reh=91, r06=0.0, s06=0.0}
{x=56, y=77, seq=1, hour=9, day=0, temp=22.2, tmx=24.8, tmn=20.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.7000000000000001, wd=1, wdKor=∫œµø, wdEn=NE, reh=78, r06=0.0, s06=0.0}
{x=56, y=77, seq=2, hour=12, day=0, temp=24.0, tmx=24.8, tmn=20.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.9, wd=0, wdKor=∫œ, wdEn=N, reh=82, r06=0.0, s06=0.0}
{x=56, y=77, seq=3, hour=15, day=0, temp=23.1, tmx=24.8, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=63, r12=0.0, s12=0.0, ws=0.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=82, r06=2.489084, s06=0.0}
{x=56, y=77, seq=4, hour=18, day=0, temp=22.2, tmx=24.8, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=71, r12=0.0, s12=0.0, ws=1.1, wd=0, wdKor=∫œ, wdEn=N, reh=86, r06=2.489084, s06=0.0}
{x=56, y=77, seq=5, hour=21, day=0, temp=21.1, tmx=24.8, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=0.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=87, r06=8.02287, s06=0.0}
{x=56, y=77, seq=6, hour=24, day=0, temp=20.8, tmx=24.8, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=0.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=91, r06=8.02287, s06=0.0}
{x=56, y=77, seq=7, hour=3, day=1, temp=19.9, tmx=24.7, tmn=19.8, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=83, r12=0.0, s12=0.0, ws=0.7000000000000001, wd=1, wdKor=∫œµø, wdEn=NE, reh=94, r06=13.360718, s06=0.0}
{x=56, y=80, seq=0, hour=6, day=0, temp=20.2, tmx=24.9, tmn=20.2, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.3, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=-0.0, s06=0.0}
{x=56, y=80, seq=1, hour=9, day=0, temp=22.3, tmx=24.9, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=44, r12=0.0, s12=0.0, ws=0.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=80, r06=0.91662645, s06=0.0}
{x=56, y=80, seq=2, hour=12, day=0, temp=23.6, tmx=24.9, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=47, r12=0.0, s12=0.0, ws=2.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=81, r06=0.91662645, s06=0.0}
{x=56, y=80, seq=3, hour=15, day=0, temp=23.5, tmx=24.9, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=65, r12=0.0, s12=0.0, ws=2.4000000000000004, wd=1, wdKor=∫œµø, wdEn=NE, reh=81, r06=3.1155124, s06=0.0}
{x=56, y=80, seq=4, hour=18, day=0, temp=22.5, tmx=24.9, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=77, r12=0.0, s12=0.0, ws=2.4000000000000004, wd=1, wdKor=∫œµø, wdEn=NE, reh=87, r06=3.1155124, s06=0.0}
{x=56, y=80, seq=5, hour=21, day=0, temp=21.4, tmx=24.9, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=87, r06=7.4165907, s06=0.0}
{x=56, y=80, seq=6, hour=24, day=0, temp=20.6, tmx=24.9, tmn=20.2, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.3, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=7.4165907, s06=0.0}
{x=56, y=80, seq=7, hour=3, day=1, temp=19.5, tmx=24.2, tmn=19.5, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=86, r12=0.0, s12=0.0, ws=1.7000000000000002, wd=1, wdKor=∫œµø, wdEn=NE, reh=92, r06=15.9689455, s06=0.0}
{x=56, y=81, seq=0, hour=6, day=0, temp=20.7, tmx=25.4, tmn=20.7, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=-0.0, s06=0.0}
{x=56, y=81, seq=1, hour=9, day=0, temp=22.7, tmx=25.4, tmn=20.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=46, r12=0.0, s12=0.0, ws=0.6000000000000001, wd=2, wdKor=µø, wdEn=E, reh=82, r06=1.4795315, s06=0.0}
{x=56, y=81, seq=2, hour=12, day=0, temp=23.8, tmx=25.4, tmn=20.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=54, r12=0.0, s12=0.0, ws=1.7000000000000002, wd=1, wdKor=∫œµø, wdEn=NE, reh=81, r06=1.4795315, s06=0.0}
{x=56, y=81, seq=3, hour=15, day=0, temp=24.0, tmx=25.4, tmn=20.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=66, r12=0.0, s12=0.0, ws=2.2, wd=1, wdKor=∫œµø, wdEn=NE, reh=82, r06=3.3372579, s06=0.0}
{x=56, y=81, seq=4, hour=18, day=0, temp=23.0, tmx=25.4, tmn=20.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=76, r12=0.0, s12=0.0, ws=2.3000000000000003, wd=1, wdKor=∫œµø, wdEn=NE, reh=87, r06=3.3372579, s06=0.0}
{x=56, y=81, seq=5, hour=21, day=0, temp=21.7, tmx=25.4, tmn=20.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=88, r06=6.944868, s06=0.0}
{x=56, y=81, seq=6, hour=24, day=0, temp=20.8, tmx=25.4, tmn=20.7, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=6.944868, s06=0.0}
{x=56, y=81, seq=7, hour=3, day=1, temp=19.7, tmx=24.2, tmn=19.6, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=86, r12=0.0, s12=0.0, ws=1.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=92, r06=14.549272, s06=0.0}
{x=56, y=82, seq=0, hour=6, day=0, temp=21.3, tmx=25.7, tmn=21.3, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=-0.0, s06=0.0}
{x=56, y=82, seq=1, hour=9, day=0, temp=23.0, tmx=25.7, tmn=21.3, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=48, r12=0.0, s12=0.0, ws=0.6000000000000001, wd=2, wdKor=µø, wdEn=E, reh=83, r06=1.7892898, s06=0.0}
{x=56, y=82, seq=2, hour=12, day=0, temp=24.1, tmx=25.7, tmn=21.3, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=58, r12=0.0, s12=0.0, ws=1.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=82, r06=1.7892898, s06=0.0}
{x=56, y=82, seq=3, hour=15, day=0, temp=24.4, tmx=25.7, tmn=21.3, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=67, r12=0.0, s12=0.0, ws=2.2, wd=1, wdKor=∫œµø, wdEn=NE, reh=82, r06=3.500039, s06=0.0}
{x=56, y=82, seq=4, hour=18, day=0, temp=23.4, tmx=25.7, tmn=21.3, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=77, r12=0.0, s12=0.0, ws=2.3000000000000003, wd=1, wdKor=∫œµø, wdEn=NE, reh=87, r06=3.500039, s06=0.0}
{x=56, y=82, seq=5, hour=21, day=0, temp=22.0, tmx=25.7, tmn=21.3, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=88, r06=6.9449563, s06=0.0}
{x=56, y=82, seq=6, hour=24, day=0, temp=21.0, tmx=25.7, tmn=21.3, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=0.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=6.9449563, s06=0.0}
{x=56, y=82, seq=7, hour=3, day=1, temp=20.0, tmx=24.4, tmn=19.8, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=86, r12=0.0, s12=0.0, ws=1.5, wd=1, wdKor=∫œµø, wdEn=NE, reh=92, r06=14.632598, s06=0.0}
{x=56, y=83, seq=0, hour=6, day=0, temp=21.8, tmx=25.8, tmn=21.8, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=0.8, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=-0.0, s06=0.0}
{x=56, y=83, seq=1, hour=9, day=0, temp=23.3, tmx=25.8, tmn=21.8, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=52, r12=0.0, s12=0.0, ws=0.8, wd=1, wdKor=∫œµø, wdEn=NE, reh=84, r06=1.9021034, s06=0.0}
{x=56, y=83, seq=2, hour=12, day=0, temp=24.3, tmx=25.8, tmn=21.8, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=59, r12=0.0, s12=0.0, ws=2.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=83, r06=1.9021034, s06=0.0}
{x=56, y=83, seq=3, hour=15, day=0, temp=24.6, tmx=25.8, tmn=21.8, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=68, r12=0.0, s12=0.0, ws=2.4000000000000004, wd=1, wdKor=∫œµø, wdEn=NE, reh=83, r06=3.6842017, s06=0.0}
{x=56, y=83, seq=4, hour=18, day=0, temp=23.5, tmx=25.8, tmn=21.8, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=78, r12=0.0, s12=0.0, ws=2.4000000000000004, wd=1, wdKor=∫œµø, wdEn=NE, reh=88, r06=3.6842017, s06=0.0}
{x=56, y=83, seq=5, hour=21, day=0, temp=22.3, tmx=25.8, tmn=21.8, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=7.166219, s06=0.0}
{x=56, y=83, seq=6, hour=24, day=0, temp=21.2, tmx=25.8, tmn=21.8, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.1, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=7.166219, s06=0.0}
{x=56, y=83, seq=7, hour=3, day=1, temp=20.2, tmx=24.5, tmn=20.1, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=87, r12=0.0, s12=0.0, ws=1.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=91, r06=16.110697, s06=0.0}
{x=56, y=85, seq=0, hour=6, day=0, temp=22.1, tmx=25.3, tmn=22.0, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=-0.0, s06=0.0}
{x=56, y=85, seq=1, hour=9, day=0, temp=23.2, tmx=25.3, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=58, r12=0.0, s12=0.0, ws=0.9, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=2.00467, s06=0.0}
{x=56, y=85, seq=2, hour=12, day=0, temp=24.1, tmx=25.3, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=60, r12=0.0, s12=0.0, ws=2.6, wd=1, wdKor=∫œµø, wdEn=NE, reh=84, r06=2.00467, s06=0.0}
{x=56, y=85, seq=3, hour=15, day=0, temp=24.2, tmx=25.3, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=69, r12=0.0, s12=0.0, ws=2.7, wd=1, wdKor=∫œµø, wdEn=NE, reh=84, r06=3.9197252, s06=0.0}
{x=56, y=85, seq=4, hour=18, day=0, temp=23.2, tmx=25.3, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=79, r12=0.0, s12=0.0, ws=2.7, wd=1, wdKor=∫œµø, wdEn=NE, reh=89, r06=3.9197252, s06=0.0}
{x=56, y=85, seq=5, hour=21, day=0, temp=22.2, tmx=25.3, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.8, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=7.68996, s06=0.0}
{x=56, y=85, seq=6, hour=24, day=0, temp=21.3, tmx=25.3, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=1.8, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=7.68996, s06=0.0}
{x=56, y=85, seq=7, hour=3, day=1, temp=20.2, tmx=24.1, tmn=20.1, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=89, r12=0.0, s12=0.0, ws=2.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=18.757605, s06=0.0}
{x=56, y=87, seq=0, hour=6, day=0, temp=22.0, tmx=25.0, tmn=22.0, sky=4, pty=0, wfKor=»Â∏≤, wfEn=Cloudy, pop=30, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=0.0, s06=0.0}
{x=56, y=87, seq=1, hour=9, day=0, temp=23.0, tmx=25.0, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=60, r12=0.0, s12=0.0, ws=1.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=2.0, s06=0.0}
{x=56, y=87, seq=2, hour=12, day=0, temp=24.0, tmx=25.0, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=60, r12=0.0, s12=0.0, ws=3.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=2.0, s06=0.0}
{x=56, y=87, seq=3, hour=15, day=0, temp=24.0, tmx=25.0, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=70, r12=0.0, s12=0.0, ws=3.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=85, r06=4.0, s06=0.0}
{x=56, y=87, seq=4, hour=18, day=0, temp=23.0, tmx=25.0, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=3.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=4.0, s06=0.0}
{x=56, y=87, seq=5, hour=21, day=0, temp=22.0, tmx=25.0, tmn=22.0, sky=4, pty=1, wfKor=∫Ò, wfEn=Rain, pop=80, r12=0.0, s12=0.0, ws=2.0, wd=1, wdKor=∫œµø, wdEn=NE, reh=90, r06=8.0, s06=0.0}
